130	136	17680	18
"NK"	"X"	"Y"	"NX"	"NY"	"NXY"	"SiO2 WT%"	"Al2O3 WT%"	"CaO WT%"	"TiO2 WT%"	"K2O WT%"	"P2O5 WT%"	"FeO WT%"	"MnO WT%"	"Na2O WT%"	"MgO WT%"	"O WT%"	"Total"
0	-20.356	5.276	25	97	12505	 67.5906	 13.0590	 2.27059	 2.10838	 4.42265	 .837964	 6.19370	 .116337	 .815421	 .832614	 .000000	 98.2472
0	-20.3555	5.276	26	97	12506	 65.9183	 12.3646	 2.44567	 2.36912	 4.31863	 1.07943	 6.45255	 .321540	 1.00579	 .929950	 .000000	 97.2056
0	-20.355	5.276	27	97	12507	 66.7069	 12.5372	 3.11644	 3.07194	 4.30979	 1.47952	 7.47201	 .132563	 .962930	 1.31678	 .000000	 101.106
0	-20.3545	5.276	28	97	12508	 64.8832	 12.6375	 3.65450	 2.21352	 3.68412	 1.23801	 7.84296	 .076189	 1.06628	 1.58713	 .000000	 98.8834
0	-20.354	5.276	29	97	12509	 66.4424	 13.2133	 2.69899	 2.47781	 4.45359	 .873542	 7.84087	 .244610	 .827120	 1.47773	 .000000	 100.550
0	-20.3535	5.276	30	97	12510	 64.7854	 12.4549	 2.70339	 2.18855	 4.19680	 1.32167	 7.06876	 .133363	 .941631	 1.22059	 .000000	 97.0151
0	-20.353	5.276	31	97	12511	 62.7041	 12.0169	 3.11907	 2.36217	 4.27595	 1.68090	 7.31069	 .113539	 .708370	 1.19940	 .000000	 95.4910
0	-20.3525	5.276	32	97	12512	 61.5414	 11.5246	 4.28955	 3.02046	 3.65058	 2.27131	 9.30417	 .259358	 .688350	 1.47522	 .000000	 98.0250
0	-20.352	5.276	33	97	12513	 57.1095	 10.0186	 5.79489	 3.96903	 3.05635	 3.03236	 13.2874	 .566599	 .967322	 2.35611	 .000000	 100.158
0	-20.3515	5.276	34	97	12514	 57.1411	 11.0552	 5.62733	 4.84229	 2.68040	 3.42683	 13.3404	 .585558	 1.00210	 2.75402	 .000000	 102.455
0	-20.351	5.276	35	97	12515	 61.7533	 11.8846	 3.95881	 3.38639	 3.68823	 1.78637	 11.0547	 .126650	 1.06434	 1.70520	 .000000	 100.409
0	-20.3505	5.276	36	97	12516	 66.1246	 13.4135	 2.98521	 1.68819	 3.81503	 1.32493	 7.09002	 .190225	 .989882	 1.09205	 .000000	 98.7137
0	-20.35	5.276	37	97	12517	 66.9412	 13.0501	 1.94870	 2.55235	 4.50102	 1.04105	 6.10390	 .116394	 .915655	 1.13140	 .000000	 98.3017
0	-20.3495	5.276	38	97	12518	 69.0386	 12.8244	 2.67603	 1.81764	 4.57035	 1.08338	 5.72048	 .117162	 .928303	 .979384	 .000000	 99.7556
0	-20.349	5.276	39	97	12519	 68.9280	 13.5830	 2.35470	 2.05572	 4.55612	 .716821	 5.50845	 .155069	 .876280	 .988673	 .000000	 99.7228
0	-20.3485	5.276	40	97	12520	 68.0614	 13.4054	 2.27181	 1.90346	 4.28540	 .716723	 6.00091	 .173288	 1.21374	 .937491	 .000000	 98.9696
0	-20.348	5.276	41	97	12521	 68.5780	 12.6850	 2.51293	 2.26240	 4.38421	 .879339	 5.34771	 .342783	 1.09481	 .980849	 .000000	 99.0681
0	-20.3475	5.276	42	97	12522	 66.7421	 12.6966	 2.36775	 2.04607	 4.28357	 .796333	 6.61434	 .115833	 1.50743	 .863983	 .000000	 98.0340
0	-20.347	5.276	43	97	12523	 67.6609	 13.6051	 2.37159	 1.93394	 4.15025	 .839174	 5.96604	 .098393	 1.51263	 .974111	 .000000	 99.1121
0	-20.3465	5.276	44	97	12524	 66.5327	 13.3244	 2.52724	 1.98527	 4.52552	 .510187	 6.69984	 .246642	 1.44199	 .782996	 .000000	 98.5768
0	-20.346	5.276	45	97	12525	 68.9812	 13.7369	 2.87507	 1.42874	 4.77239	 .837408	 6.19351	 .285462	 1.59953	 .722699	 .000000	 101.433
0	-20.3455	5.276	46	97	12526	 69.8418	 14.5716	 2.41599	 1.55319	 4.19026	 1.08628	 5.51032	 .231049	 1.90010	 .972823	 .000000	 102.273
0	-20.345	5.276	47	97	12527	 69.5353	 14.3160	 2.15685	 1.55382	 4.38945	 .391236	 5.40515	 .137100	 1.25367	 .898288	 .000000	 100.037
0	-20.3445	5.276	48	97	12528	 69.2304	 13.9896	 2.33458	 1.57966	 4.35606	 .717755	 6.07438	 .023485	 1.27783	 .696232	 .000000	 100.280
0	-20.344	5.276	49	97	12529	 68.6937	 13.4750	 1.65454	 1.55124	 4.56592	 .636891	 5.72129	 .099051	 1.35749	 .661475	 .000000	 98.4166
0	-20.3435	5.276	50	97	12530	 67.2125	 12.8668	 1.99017	 2.31759	 4.43032	 .756956	 5.85768	 .210631	 .914299	 .947314	 .000000	 97.5042
0	-20.343	5.276	51	97	12531	 67.7411	 13.1428	 2.34463	 2.63526	 4.50835	 .795027	 6.78787	 .246499	 .938911	 .929791	 .000000	 100.070
0	-20.3425	5.276	52	97	12532	 67.1557	 12.4298	 2.78750	 2.19451	 4.47950	 .998315	 6.72006	 .059227	 1.17283	 1.26544	 .000000	 99.2629
0	-20.342	5.276	53	97	12533	 66.2807	 12.3787	 2.24574	 2.28243	 3.99875	 1.16314	 6.66713	 .078432	 1.62578	 1.10868	 .000000	 97.8294
0	-20.3415	5.276	54	97	12534	 63.5663	 13.2689	 2.93003	 1.75647	 3.57995	 1.61150	 5.57538	 .267444	 1.46208	 1.48000	 .000000	 95.4981
0	-20.341	5.276	55	97	12535	 61.7557	 14.0357	 3.97536	 2.13421	 3.21203	 1.40042	 6.23764	 .378268	 3.04762	 1.27523	 .000000	 97.4522
0	-20.3405	5.276	56	97	12536	 56.1559	 13.7532	 5.02245	 2.35141	 2.58531	 3.70816	 8.63674	 .074769	 3.43364	 2.06160	 .000000	 97.7832
0	-20.34	5.276	57	97	12537	 50.2649	 12.9928	 6.88431	 4.06989	 1.72676	 5.57190	 11.7933	 .607215	 4.55949	 2.72306	 .000000	 101.194
0	-20.3395	5.276	58	97	12538	 48.5267	 12.0432	 7.97922	 4.44899	 1.47723	 5.10922	 14.1532	 .712198	 4.12212	 3.00678	 .000000	 101.579
0	-20.339	5.276	59	97	12539	 48.6535	 11.6560	 8.33456	 4.42184	 1.58924	 5.76456	 14.5433	 .471206	 3.76642	 3.36254	 .000000	 102.563
0	-20.3385	5.276	60	97	12540	 47.4244	 10.1033	 7.84686	 4.90365	 1.57598	 5.52077	 14.8974	 .450727	 3.26952	 3.43585	 .000000	 99.4284
0	-20.338	5.276	61	97	12541	 52.3184	 10.1257	 6.84213	 4.36250	 2.11450	 5.05000	 14.3199	 .693876	 2.32088	 3.00555	 .000000	 101.153
0	-20.3375	5.276	62	97	12542	 58.7820	 10.9108	 5.54026	 3.66946	 3.15036	 3.00662	 11.8654	 .403592	 1.64395	 2.23494	 .000000	 101.207
0	-20.337	5.276	63	97	12543	 61.3415	 11.8747	 3.32881	 2.58972	 4.17526	 1.79688	 8.11179	 .280339	 .972333	 1.26920	 .000000	 95.7405
0	-20.3365	5.276	64	97	12544	 60.7867	 10.8255	 3.31864	 3.05161	 3.69273	 2.63751	 9.07572	 .185381	 .721785	 1.54542	 .000000	 95.8409
0	-20.336	5.276	65	97	12545	 50.5195	 8.99580	 6.17733	 4.80237	 2.42341	 4.65598	 13.6693	 .230504	 1.06887	 2.85760	 .000000	 95.4006
0	-20.3355	5.276	66	97	12546	 43.2860	 5.82675	 9.29363	 6.12119	 1.39814	 7.14646	 20.2004	 .877497	 1.52016	 4.07621	 .000000	 99.7464
0	-20.335	5.276	67	97	12547	 36.4841	 5.77054	 11.2964	 6.26734	 .902091	 8.90103	 21.8295	 .816018	 1.83987	 4.88439	 .000000	 98.9913
0	-20.3345	5.276	68	97	12548	 35.8865	 5.07236	 11.7874	 6.96136	 .782312	 7.60049	 23.0574	 .647167	 1.46575	 4.85247	 .000000	 98.1132
0	-20.334	5.276	69	97	12549	 35.9892	 4.48133	 10.4479	 6.48794	 .607985	 8.33387	 23.5232	 .719842	 1.60683	 5.28595	 .000000	 97.4840
0	-20.3335	5.276	70	97	12550	 38.0885	 5.50941	 10.4869	 5.79238	 1.00288	 7.68829	 22.8502	 .850606	 1.71105	 4.79348	 .000000	 98.7736
0	-20.333	5.276	71	97	12551	 46.6516	 7.59530	 8.74488	 5.10001	 1.76305	 7.66635	 18.2122	 .517603	 1.76528	 3.74231	 .000000	 101.759
0	-20.3325	5.276	72	97	12552	 56.0483	 10.1827	 5.19637	 3.45492	 2.70146	 4.35025	 12.3482	 .439273	 .745456	 2.07595	 .000000	 97.5428
0	-20.332	5.276	73	97	12553	 61.0803	 11.7500	 3.39980	 3.29384	 3.61691	 2.75945	 8.14387	 .504583	 .872003	 1.58692	 .000000	 97.0077
0	-20.3315	5.276	74	97	12554	 59.6005	 10.3353	 5.15124	 2.95434	 3.41709	 3.57759	 10.2630	 .294722	 .467465	 1.73405	 .000000	 97.7953
0	-20.331	5.276	75	97	12555	 54.2241	 8.96064	 6.00158	 3.54449	 2.60837	 6.13841	 12.2232	 .457506	 .621325	 2.64460	 .000000	 97.4242
0	-20.3305	5.276	76	97	12556	 49.8789	 7.80165	 7.35047	 5.49204	 2.28272	 6.41113	 14.5342	 .487691	 .932268	 3.29502	 .000000	 98.4661
0	-20.33	5.276	77	97	12557	 48.4055	 6.95353	 7.71007	 5.54476	 2.41129	 6.83831	 16.9396	 .648517	 1.09961	 3.53257	 .000000	 100.084
0	-20.3295	5.276	78	97	12558	 52.5662	 8.57655	 6.52225	 4.45914	 2.63774	 6.41159	 13.6404	 .639257	 .957534	 2.93575	 .000000	 99.3465
0	-20.329	5.276	79	97	12559	 56.5725	 9.90215	 5.31813	 3.60601	 2.87685	 4.93936	 12.0524	 .477227	 1.02899	 2.19747	 .000000	 98.9711
0	-20.3285	5.276	80	97	12560	 59.1744	 10.9017	 4.87404	 3.01436	 3.40819	 3.18205	 10.0520	 .295221	 .676381	 1.93514	 .000000	 97.5136
0	-20.328	5.276	81	97	12561	 61.8243	 12.1195	 3.40792	 1.96914	 3.61787	 1.92295	 8.66013	 .299077	 .767318	 1.63084	 .000000	 96.2190
0	-20.3275	5.276	82	97	12562	 66.5216	 13.0867	 2.96733	 1.83899	 4.27210	 1.24327	 6.94897	 .077910	 .853911	 1.11366	 .000000	 98.9245
0	-20.327	5.276	83	97	12563	 66.3921	 13.3552	 2.75270	 1.69639	 4.41325	 .919596	 6.05178	 .172945	 .780535	 1.11851	 .000000	 97.6531
0	-20.3265	5.276	84	97	12564	 67.4820	 13.4163	 2.47009	 2.05048	 4.40357	 1.36778	 6.36944	 .135180	 .547123	 1.27780	 .000000	 99.5198
0	-20.326	5.276	85	97	12565	 67.7573	 13.4608	 2.05157	 1.99341	 4.49340	 .430927	 6.12414	 .041841	 .846307	 1.09521	 .000000	 98.2949
0	-20.3255	5.276	86	97	12566	 68.6047	 13.7301	 2.47848	 1.52432	 4.78784	 .758378	 5.43850	 .136700	 .890493	 1.24995	 .000000	 99.5994
0	-20.325	5.276	87	97	12567	 69.5255	 13.5054	 2.17416	 1.63926	 4.54174	 .922399	 5.91350	 .286506	 .878350	 .922695	 .000000	 100.309
0	-20.3245	5.276	88	97	12568	 69.3438	 12.7783	 2.03409	 1.43081	 4.45975	 .800427	 6.16149	 .192382	 .829410	 1.03783	 .000000	 99.0683
0	-20.324	5.276	89	97	12569	 67.3237	 12.7846	 2.27448	 1.90851	 4.44953	 .635714	 5.38360	 .211627	 .843363	 1.02422	 .000000	 96.8394
0	-20.3235	5.276	90	97	12570	 68.5918	 13.7913	 2.01256	 1.81554	 4.70797	 .594587	 6.05277	 .248496	 .728967	 1.00212	 .000000	 99.5462
0	-20.323	5.276	91	97	12571	 69.1266	 13.2150	 2.03542	 1.64199	 4.39469	 .882994	 5.63356	 .136731	 .626336	 .873523	 .000000	 98.5669
0	-20.3225	5.276	92	97	12572	 68.0429	 12.9329	 2.27471	 1.63999	 4.48412	 .758639	 5.80781	 .154954	 .761285	 1.09314	 .000000	 97.9504
0	-20.322	5.276	93	97	12573	 70.4400	 13.6681	 1.99958	 1.20071	 4.50273	 .597748	 5.15988	 .175425	 .920070	 .894793	 .000000	 99.5590
0	-20.3215	5.276	94	97	12574	 70.7521	 13.4270	 1.79744	 1.82486	 4.71520	 .556089	 5.08860	 .081156	 .606246	 .869841	 .000000	 99.7186
0	-20.321	5.276	95	97	12575	 70.1031	 13.4141	 1.95595	 1.88198	 4.54188	 .432513	 5.17466	 .250123	 .773707	 .884091	 .000000	 99.4121
0	-20.3205	5.276	96	97	12576	 67.3936	 14.1304	 1.73472	 1.37389	 4.51396	 .432389	 5.68457	 .174269	 .875287	 .715581	 .000000	 97.0287
0	-20.32	5.276	97	97	12577	 69.8897	 13.9681	 1.63548	 1.79317	 4.57421	 .515076	 5.15729	 .250358	 .739473	 .803441	 .000000	 99.3262
0	-20.3195	5.276	98	97	12578	 69.7701	 14.5379	 1.79647	 1.19680	 4.70222	 .514872	 5.75717	 .212076	 .608405	 .758354	 .000000	 99.8544
0	-20.319	5.276	99	97	12579	 70.2193	 14.6526	 2.01913	 1.52786	 4.79222	 .514877	 5.15902	 .062370	 .655005	 .857969	 .000000	 100.460
0	-20.3185	5.276	100	97	12580	 69.3263	 13.8057	 1.82133	 1.32357	 4.65384	 1.09066	 4.59621	 .006729	 .685219	 .686532	 .000000	 97.9961
0	-20.318	5.276	101	97	12581	 69.6326	 13.2690	 1.82024	 1.02206	 4.83146	 1.04877	 5.26580	 .081107	 .423887	 .834533	 .000000	 98.2294
0	-20.3175	5.276	102	97	12582	 67.7830	 13.3118	 2.53832	 1.34594	 4.31813	 1.08712	 5.66955	 -.03264	 .359816	 .621667	 .000000	 97.0027
0	-20.317	5.276	103	97	12583	 68.4764	 12.9032	 3.05887	 1.58337	 4.50733	 1.93948	 5.57946	 .117513	 .510651	 .828207	 .000000	 99.5044
0	-20.3165	5.276	104	97	12584	 65.7871	 12.6010	 2.30175	 2.33446	 4.36520	 1.40461	 7.61237	 .170385	 .333626	 .757607	 .000000	 97.6681
0	-20.316	5.276	105	97	12585	 64.5120	 12.5146	 3.33069	 2.50248	 4.37333	 2.32444	 8.60755	 .280409	 .268539	 .518959	 .000000	 99.2330
0	-20.3155	5.276	106	97	12586	 61.5927	 11.3017	 5.20648	 2.45037	 4.25170	 5.14149	 8.09817	 .055768	 .423406	 .857294	 .000000	 99.3791
0	-20.315	5.276	107	97	12587	 61.2839	 12.3388	 6.42844	 1.90494	 4.18847	 6.13613	 6.02769	 .058482	 .890001	 .827448	 .000000	 100.084
0	-20.3145	5.276	108	97	12588	 63.6524	 12.5618	 5.45390	 1.32280	 4.25457	 6.45556	 4.37861	 .042895	 1.03974	 1.00083	 .000000	 100.163
0	-20.314	5.276	109	97	12589	 65.3554	 13.3097	 4.40662	 1.10905	 4.56724	 3.62775	 5.29539	 .098529	 .693684	 .909008	 .000000	 99.3723
0	-20.3135	5.276	110	97	12590	 67.4051	 13.6203	 3.76619	 1.05159	 4.47741	 3.39635	 5.10346	 .193534	 1.08951	 .898591	 .000000	 101.002
0	-20.313	5.276	111	97	12591	 70.1074	 14.0514	 2.70153	 1.32181	 4.03716	 1.45796	 4.89542	 .175861	 1.05137	 .838759	 .000000	 100.639
0	-20.3125	5.276	112	97	12592	 70.9731	 14.6945	 1.69927	 .874693	 4.46939	 .722481	 5.37354	 .081714	 .852455	 .791339	 .000000	 100.533
0	-20.312	5.276	113	97	12593	 70.1908	 14.2969	 1.95888	 1.43991	 4.51325	 .638770	 4.92953	 .194599	 1.13315	 .736692	 .000000	 100.033
0	-20.3115	5.276	114	97	12594	 70.2151	 14.3438	 1.69997	 1.23429	 4.42476	 .475820	 4.68483	 .101133	 .898661	 .778449	 .000000	 98.8568
0	-20.311	5.276	115	97	12595	 69.4100	 14.3589	 1.77794	 1.16993	 4.67122	 .761661	 5.36991	 .156349	 .871742	 .543215	 .000000	 99.0908
0	-20.3105	5.276	116	97	12596	 69.7735	 14.1840	 1.72044	 .934465	 4.92881	 .680096	 4.92957	 .251089	 .867809	 .926713	 .000000	 99.1965
0	-20.31	5.276	117	97	12597	 70.3651	 14.3588	 2.06024	 1.26075	 4.78237	 .720415	 5.33666	 -.03168	 .721363	 .893109	 .000000	 100.467
0	-20.3095	5.276	118	97	12598	 69.9297	 13.8137	 1.71861	 1.23004	 4.94795	 .761398	 5.38852	 .024637	 .804970	 .815118	 .000000	 99.4347
0	-20.309	5.276	119	97	12599	 70.4931	 14.5754	 2.07951	 1.64893	 4.67452	 .761345	 4.82343	 .156943	 .852321	 .655028	 .000000	 100.721
0	-20.3085	5.276	120	97	12600	 69.5490	 14.1310	 1.89529	 1.70308	 4.51956	 .801606	 5.56285	 .118314	 .841081	 .737714	 .000000	 99.8595
0	-20.308	5.276	121	97	12601	 69.2817	 13.7851	 2.15870	 1.19889	 4.62095	 .883656	 5.42197	 .212474	 .807047	 .748388	 .000000	 99.1189
0	-20.3075	5.276	122	97	12602	 68.9821	 14.3690	 2.13976	 1.41082	 4.41075	 1.17143	 4.78798	 .232360	 .736341	 1.09607	 .000000	 99.3366
0	-20.307	5.276	123	97	12603	 66.7761	 14.1507	 2.50966	 1.39538	 4.58558	 1.12332	 7.08925	 .171981	 .751594	 .905043	 .000000	 99.4586
0	-20.3065	5.276	124	97	12604	 66.4732	 13.6212	 3.12816	 1.45410	 4.38795	 1.24366	 7.12375	 .190426	 .854323	 1.08018	 .000000	 99.5569
0	-20.306	5.276	125	97	12605	 66.5792	 13.5474	 3.16922	 1.15734	 4.39985	 1.40671	 7.14063	 .359221	 .736682	 1.01039	 .000000	 99.5067
0	-20.3055	5.276	126	97	12606	 69.0415	 14.1850	 1.91147	 1.63799	 4.33486	 .923338	 6.46018	 .136081	 .963159	 1.18866	 .000000	 100.782
0	-20.305	5.276	127	97	12607	 68.9504	 12.8780	 2.33953	 1.46889	 4.40677	 1.08848	 5.12346	 .062337	 .921603	 1.05598	 .000000	 98.2955
0	-20.3045	5.276	128	97	12608	 69.2660	 14.3746	 2.31698	 1.79506	 4.42095	 1.16924	 5.19245	 .118765	 1.18655	 .875683	 .000000	 100.716
0	-20.304	5.276	129	97	12609	 66.9834	 14.2182	 2.49720	 1.37520	 4.69042	 1.41136	 5.71917	 .080133	 .958825	 1.00210	 .000000	 98.9360
0	-20.3035	5.276	130	97	12610	 67.0004	 13.5905	 3.09106	 1.66660	 4.34209	 1.73296	 6.50989	 .097655	 1.08459	 1.11299	 .000000	 100.229
0	-20.368	5.2765	1	98	12611	 62.9350	 22.4452	 5.68882	 .705328	 2.18650	 .227504	 3.11271	 -.00996	 4.74197	 .325277	 .000000	 102.358
0	-20.3675	5.2765	2	98	12612	 62.0239	 23.2056	 6.93990	 .561407	 1.58689	 .064166	 1.85926	 .047760	 4.60578	 .322878	 .000000	 101.218
0	-20.367	5.2765	3	98	12613	 62.5840	 23.1006	 6.31376	 .498267	 1.91387	 .104881	 2.72462	 .028050	 4.45768	 .277782	 .000000	 102.004
0	-20.3665	5.2765	4	98	12614	 63.6409	 20.7065	 5.67390	 .826954	 2.22134	 .350593	 2.63677	 -.04720	 4.68220	 .519613	 .000000	 101.212
0	-20.366	5.2765	5	98	12615	 63.2891	 18.1704	 5.01847	 1.32178	 2.90946	 .226131	 4.20361	 .081720	 3.22196	 .564105	 .000000	 99.0068
0	-20.3655	5.2765	6	98	12616	 64.8305	 18.3841	 4.03388	 1.16872	 3.01513	 .389969	 5.19159	 .099925	 3.33571	 .555047	 .000000	 101.005
0	-20.365	5.2765	7	98	12617	 62.9355	 17.1503	 4.56716	 1.70036	 3.05048	 .550910	 5.02835	 .249289	 3.41618	 .638456	 .000000	 99.2870
0	-20.3645	5.2765	8	98	12618	 61.1960	 20.7090	 4.68180	 1.00046	 2.48776	 .513301	 3.46410	 .008365	 4.79109	 .511527	 .000000	 99.3634
0	-20.364	5.2765	9	98	12619	 62.2370	 23.8691	 6.43889	 .594122	 1.24746	 .146833	 1.48911	 .067612	 5.10324	 .107691	 .000000	 101.301
0	-20.3635	5.2765	10	98	12620	 61.0497	 24.9347	 7.19113	 .088699	 1.00970	 .065024	 .835465	 .011902	 5.73722	 .120045	 .000000	 101.044
0	-20.363	5.2765	11	98	12621	 60.0961	 25.6962	 8.26142	 .295714	 .868132	 .023411	 1.15230	 .029924	 6.58133	 .110468	 .000000	 103.115
0	-20.3625	5.2765	12	98	12622	 59.6450	 25.9236	 8.04272	 .147200	 .753529	 -.01732	 1.01133	 .049202	 6.83006	 .042121	 .000000	 102.427
0	-20.362	5.2765	13	98	12623	 60.1417	 25.2037	 7.78497	 .146937	 .990498	 -.01735	 1.17069	 -.06415	 6.78848	 .042097	 .000000	 102.188
0	-20.3615	5.2765	14	98	12624	 61.2030	 25.0332	 7.82499	 .115278	 1.23779	 .064300	 1.48835	 .010781	 6.37509	 .121581	 .000000	 103.474
0	-20.361	5.2765	15	98	12625	 61.4172	 24.0773	 7.13550	 .411748	 1.40912	 -.05868	 2.08879	 .010056	 5.69911	 .212437	 .000000	 102.403
0	-20.3605	5.2765	16	98	12626	 62.6415	 22.6563	 6.29886	 1.24099	 1.75078	 .635125	 3.05823	 .083940	 4.96269	 .384147	 .000000	 103.713
0	-20.36	5.2765	17	98	12627	 63.0960	 20.3276	 5.07195	 1.14053	 2.71915	 .429887	 4.90801	 .100105	 3.73685	 .475335	 .000000	 102.005
0	-20.3595	5.2765	18	98	12628	 65.4569	 17.0965	 4.46703	 1.90601	 3.35107	 .713695	 5.62920	 .136016	 2.37143	 .805736	 .000000	 101.934
0	-20.359	5.2765	19	98	12629	 68.3839	 15.2935	 3.40775	 1.90074	 3.89291	 .796018	 6.51144	 .153899	 1.86862	 .978338	 .000000	 103.187
0	-20.3585	5.2765	20	98	12630	 67.9515	 14.3426	 2.85573	 1.72966	 4.16636	 .675849	 5.54469	 .061293	 1.44026	 .821342	 .000000	 99.5894
0	-20.358	5.2765	21	98	12631	 67.3939	 12.8530	 1.93090	 1.90032	 4.53817	 .797515	 6.13965	 .247754	 1.33402	 .710245	 .000000	 97.8455
0	-20.3575	5.2765	22	98	12632	 68.1515	 13.8742	 2.43155	 2.05019	 4.65610	 .674162	 6.05193	 .210394	 1.46475	 1.00822	 .000000	 100.573
0	-20.357	5.2765	23	98	12633	 67.3332	 12.9313	 2.29047	 2.04854	 4.39463	 1.28575	 6.42361	 -.01510	 .883467	 .822393	 .000000	 98.3982
0	-20.3565	5.2765	24	98	12634	 67.0018	 13.3255	 2.55238	 2.11066	 4.58259	 .918518	 5.89382	 .097760	 .813428	 .991103	 .000000	 98.2875
0	-20.356	5.2765	25	98	12635	 66.0403	 13.1217	 3.07140	 2.04969	 4.55774	 1.03848	 5.96195	 .209802	 .815449	 1.10746	 .000000	 97.9739
0	-20.3555	5.2765	26	98	12636	 64.6872	 12.4276	 2.92076	 2.21568	 4.05363	 1.32074	 7.11917	 .338952	 .791487	 1.07079	 .000000	 96.9460
0	-20.355	5.2765	27	98	12637	 63.9704	 11.8989	 3.46182	 3.17400	 3.80180	 2.15856	 8.64167	 .373240	 .786140	 1.66633	 .000000	 99.9328
0	-20.3545	5.2765	28	98	12638	 64.1055	 12.1937	 3.85261	 3.46286	 3.77117	 1.55152	 9.27177	 .297342	 1.06705	 1.53504	 .000000	 101.109
0	-20.354	5.2765	29	98	12639	 65.1431	 12.8403	 3.15616	 2.59670	 4.15302	 1.19677	 7.62860	 .207082	 .777183	 1.15415	 .000000	 98.8531
0	-20.3535	5.2765	30	98	12640	 65.4188	 13.5098	 2.80314	 2.18881	 4.21278	 .956552	 6.96240	 .283382	 .906671	 1.05724	 .000000	 98.2996
0	-20.353	5.2765	31	98	12641	 65.4417	 12.6786	 3.14227	 2.18886	 4.13124	 .955919	 7.03335	 .208192	 .891354	 1.09325	 .000000	 97.7647
0	-20.3525	5.2765	32	98	12642	 61.4552	 11.9846	 3.91293	 2.78408	 3.49467	 1.83371	 9.37540	 .278262	 .652726	 1.64959	 .000000	 97.4211
0	-20.352	5.2765	33	98	12643	 57.4608	 10.3480	 5.58796	 3.86137	 3.05123	 2.88084	 12.6473	 .363984	 .638604	 2.36336	 .000000	 99.2035
0	-20.3515	5.2765	34	98	12644	 57.8065	 11.2302	 5.81150	 4.26118	 2.86102	 3.03457	 13.7141	 .325735	 1.18182	 2.45398	 .000000	 102.681
0	-20.351	5.2765	35	98	12645	 61.3194	 12.2860	 3.92666	 3.30926	 3.57832	 1.91037	 9.75855	 .221546	 .811719	 1.52616	 .000000	 98.6480
0	-20.3505	5.2765	36	98	12646	 67.6503	 13.3395	 2.66590	 2.25186	 4.18540	 1.08075	 6.87936	 .115468	 .786148	 1.06555	 .000000	 100.020
0	-20.35	5.2765	37	98	12647	 68.2136	 12.7388	 2.61380	 1.84499	 4.40051	 .593797	 5.98435	 .060403	 .763446	 .865464	 .000000	 98.0791
0	-20.3495	5.2765	38	98	12648	 68.7787	 13.7056	 2.09434	 1.78685	 4.66537	 .961999	 5.79018	 .192393	 .944075	 .910266	 .000000	 99.8297
0	-20.349	5.2765	39	98	12649	 67.9016	 13.3002	 1.95430	 1.66869	 4.41539	 .472541	 5.66736	 .173809	 .810232	 .874826	 .000000	 97.2389
0	-20.3485	5.2765	40	98	12650	 69.6158	 13.1379	 2.41632	 1.81792	 4.80861	 .634945	 5.73842	 .079666	 .910713	 .898547	 .000000	 100.059
0	-20.348	5.2765	41	98	12651	 68.4383	 13.3117	 2.46815	 2.73145	 4.50657	 .673754	 6.12202	 .078803	 1.18422	 .893067	 .000000	 100.408
0	-20.3475	5.2765	42	98	12652	 69.0730	 13.7167	 2.13235	 2.05266	 4.49467	 .798531	 5.87773	 .211026	 1.02893	 .866263	 .000000	 100.252
0	-20.347	5.2765	43	98	12653	 68.4106	 13.4254	 2.92798	 2.10702	 4.21881	 .918279	 6.56300	 .172250	 1.23759	 .964302	 .000000	 100.945
0	-20.3465	5.2765	44	98	12654	 68.5336	 13.9798	 2.53223	 2.08281	 4.42843	 1.24562	 5.96599	 .098335	 1.39544	 1.14435	 .000000	 101.407
0	-20.346	5.2765	45	98	12655	 67.7509	 13.7287	 2.48867	 2.19636	 4.36215	 .470451	 6.45726	 .078608	 1.03450	 .881165	 .000000	 99.4487
0	-20.3455	5.2765	46	98	12656	 69.6067	 13.5414	 1.85113	 2.02200	 4.21816	 .922530	 6.25010	 .060860	 1.06375	 .810439	 .000000	 100.347
0	-20.345	5.2765	47	98	12657	 68.7976	 13.2416	 2.37822	 1.70254	 4.66067	 .594966	 5.36959	 -.01362	 1.00647	 1.05656	 .000000	 98.7947
0	-20.3445	5.2765	48	98	12658	 67.7343	 13.6610	 2.11476	 1.75782	 4.83723	 .634743	 5.50586	 .305184	 1.32556	 .878692	 .000000	 98.7552
0	-20.344	5.2765	49	98	12659	 67.9951	 12.9120	 2.25244	 1.96315	 4.50330	 .593914	 5.87669	 .210734	 .930222	 .923919	 .000000	 98.1615
0	-20.3435	5.2765	50	98	12660	 67.3159	 12.8562	 2.43339	 1.78417	 4.79710	 .837486	 6.06961	 .191487	 .747002	 1.27767	 .000000	 98.3100
0	-20.343	5.2765	51	98	12661	 67.2275	 12.1105	 2.50730	 1.89679	 4.21589	 1.40679	 6.93209	 .171767	 1.08990	 1.39270	 .000000	 98.9512
0	-20.3425	5.2765	52	98	12662	 64.0767	 12.2214	 3.50620	 2.67612	 3.99316	 2.64293	 8.71373	 .317535	 .750742	 1.44299	 .000000	 100.342
0	-20.342	5.2765	53	98	12663	 60.6324	 11.6572	 3.47297	 3.07508	 3.64984	 2.95338	 9.65240	 .296636	 1.17544	 1.74309	 .000000	 98.3084
